"","X","Y","offense","year"
"2793",-71.107812,42.379516,"BURGLARY/BREAKING AND ENTERING",2007
"2794",-71.110962,42.382059,"BURGLARY/BREAKING AND ENTERING",2007
"2795",-71.092215,42.396112,"BURGLARY/BREAKING AND ENTERING",2007
"2796",-71.125259,42.403856,"MOTOR VEHICLE THEFT",2007
"2797",-71.094131,42.395471,"BURGLARY/BREAKING AND ENTERING",2007
"2798",-71.092924,42.397129,"ROBBERY",2007
"2799",-71.108726,42.390484,"THEFT FROM MOTOR VEHICLE",2007
"2800",-71.128878,42.403824,"THEFT FROM MOTOR VEHICLE",2007
"2801",-71.102099,42.390428,"THEFT FROM MOTOR VEHICLE",2007
"2802",-71.129539,42.403994,"BURGLARY/BREAKING AND ENTERING",2007
"2803",-71.102632,42.388218,"THEFT FROM MOTOR VEHICLE",2007
"2804",-71.114258,42.392609,"THEFT FROM MOTOR VEHICLE",2007
"2805",-71.113839,42.384259,"THEFT FROM MOTOR VEHICLE",2007
"2806",-71.096216,42.397009,"THEFT FROM MOTOR VEHICLE",2007
"2807",-71.10427,42.384766,"THEFT FROM MOTOR VEHICLE",2007
"2808",-71.090248,42.37765,"THEFT FROM MOTOR VEHICLE",2007
"2809",-71.118584,42.39495,"THEFT FROM MOTOR VEHICLE",2007
"2810",-71.09794,42.395156,"BURGLARY/BREAKING AND ENTERING",2007
"2811",-71.103694,42.388446,"MOTOR VEHICLE THEFT",2007
"2812",-71.099805,42.390888,"THEFT FROM MOTOR VEHICLE",2007
"2813",-71.114853,42.385231,"THEFT FROM MOTOR VEHICLE",2007
"2814",-71.102099,42.390428,"THEFT FROM MOTOR VEHICLE",2007
"2815",-71.102099,42.390428,"THEFT FROM MOTOR VEHICLE",2007
"2816",-71.105693,42.386187,"THEFT FROM MOTOR VEHICLE",2007
"2817",-71.116949,42.386642,"THEFT FROM MOTOR VEHICLE",2007
"2818",-71.1019,42.387909,"THEFT FROM MOTOR VEHICLE",2007
"2819",-80.8905922,37.7243706,"ROBBERY",2007
"2820",-71.094211,42.384979,"MOTOR VEHICLE THEFT",2007
"2821",-71.108726,42.390484,"ROBBERY",2007
"2822",-71.098264,42.39297,"THEFT FROM MOTOR VEHICLE",2007
"2823",-71.104713,42.39041,"BURGLARY/BREAKING AND ENTERING",2007
"2824",-71.115603,42.385221,"BURGLARY/BREAKING AND ENTERING",2007
"2825",-71.110615,42.388423,"MOTOR VEHICLE THEFT",2007
"2826",-71.087441,42.381847,"THEFT FROM MOTOR VEHICLE",2007
"2827",-71.117567,42.393131,"THEFT FROM MOTOR VEHICLE",2007
"2828",-71.096172,42.392361,"THEFT FROM MOTOR VEHICLE",2007
"2829",-71.098514,42.386829,"BURGLARY/BREAKING AND ENTERING",2007
"2830",-71.098014,42.393285,"THEFT FROM MOTOR VEHICLE",2007
"2831",-71.105052,42.394301,"MOTOR VEHICLE THEFT",2007
"2832",-71.103776,42.393797,"THEFT FROM MOTOR VEHICLE",2007
"2833",-71.105966,42.3879499,"THEFT FROM MOTOR VEHICLE",2007
"2834",-71.097797,42.391288,"MOTOR VEHICLE THEFT",2007
"2835",-71.1524555,42.3358841,"THEFT FROM MOTOR VEHICLE",2007
"2836",-71.092521,42.386584,"MOTOR VEHICLE THEFT",2007
"2837",-71.104259,42.395453,"THEFT FROM MOTOR VEHICLE",2007
"2838",-71.115834,42.386796,"BURGLARY/BREAKING AND ENTERING",2007
"2839",-71.098383,42.389258,"MOTOR VEHICLE THEFT",2007
"2840",-71.128013,42.408325,"THEFT FROM MOTOR VEHICLE",2007
"2841",-71.116218,42.397962,"THEFT FROM MOTOR VEHICLE",2007
"2842",-71.12967,42.4084,"THEFT FROM MOTOR VEHICLE",2007
"2843",-71.09958,42.38404,"BURGLARY/BREAKING AND ENTERING",2007
"2844",-71.084761,42.383662,"MOTOR VEHICLE THEFT",2007
"2845",-71.083927,42.384843,"THEFT FROM MOTOR VEHICLE",2007
"2846",-71.123772,42.394063,"ROBBERY",2007
"2847",-71.103199,42.38611,"THEFT FROM MOTOR VEHICLE",2007
"2848",-71.097221,42.38929,"THEFT FROM MOTOR VEHICLE",2007
"2849",-71.086617,42.396307,"BURGLARY/BREAKING AND ENTERING",2007
"2850",-71.105767,42.378351,"THEFT FROM MOTOR VEHICLE",2007
"2851",-71.111315,42.393782,"THEFT FROM MOTOR VEHICLE",2007
"2852",-71.100153,42.377357,"THEFT FROM MOTOR VEHICLE",2007
"2853",-71.105813,42.390936,"BURGLARY/BREAKING AND ENTERING",2007
"2854",-71.124833,42.408854,"BURGLARY/BREAKING AND ENTERING",2007
"2855",-71.105052,42.394301,"MOTOR VEHICLE THEFT",2007
"2856",-71.110962,42.382059,"THEFT FROM MOTOR VEHICLE",2007
"2857",-71.08738,42.3793524,"MOTOR VEHICLE THEFT",2007
"2858",-71.0880317,42.3854096,"MOTOR VEHICLE THEFT",2007
"2859",-71.116106,42.388606,"THEFT FROM MOTOR VEHICLE",2007
"2860",-71.11613,42.386218,"BURGLARY/BREAKING AND ENTERING",2007
"2861",-71.087961,42.386567,"ROBBERY",2007
"2862",-71.1229219,42.3955435,"THEFT FROM MOTOR VEHICLE",2007
"2863",-71.106155,42.395906,"BURGLARY/BREAKING AND ENTERING",2007
"2864",-71.090304,42.377989,"MOTOR VEHICLE THEFT",2007
"2865",-71.106168,42.395912,"BURGLARY/BREAKING AND ENTERING",2007
"2866",-71.128255,42.40211,"BURGLARY/BREAKING AND ENTERING",2007
"2867",-71.096125,42.378479,"THEFT FROM MOTOR VEHICLE",2007
"2868",-71.085008,42.38884,"MOTOR VEHICLE THEFT",2007
"2869",-71.123616,42.39563,"THEFT FROM MOTOR VEHICLE",2007
"2870",-71.108451,42.383729,"THEFT FROM MOTOR VEHICLE",2007
"2871",-71.107894,42.380716,"THEFT FROM MOTOR VEHICLE",2007
"2872",-71.128115,42.403751,"BURGLARY/BREAKING AND ENTERING",2007
"2873",-71.095182,42.38954,"MOTOR VEHICLE THEFT",2007
"2874",-71.112389,42.392222,"MOTOR VEHICLE THEFT",2007
"2875",-71.129438,42.404826,"THEFT FROM MOTOR VEHICLE",2007
"2876",-71.092743,42.392415,"THEFT FROM MOTOR VEHICLE",2007
"2877",-71.1248276,42.3948871,"THEFT FROM MOTOR VEHICLE",2007
"2878",-71.089613,42.396992,"BURGLARY/BREAKING AND ENTERING",2007
"2879",-71.1078525,42.3860259,"THEFT FROM MOTOR VEHICLE",2007
"2880",-71.0983099,42.3840955,"MOTOR VEHICLE THEFT",2007
"2881",-71.102206,42.395809,"THEFT FROM MOTOR VEHICLE",2007
"2882",-71.077813,42.385824,"MOTOR VEHICLE THEFT",2007
"2883",-71.092854,42.375338,"THEFT FROM MOTOR VEHICLE",2007
"2884",-71.109757,42.396028,"BURGLARY/BREAKING AND ENTERING",2007
"2885",-71.088085,42.378632,"MOTOR VEHICLE THEFT",2007
"2886",-71.078499,42.387734,"MOTOR VEHICLE THEFT",2007
"2887",-71.097685,42.375592,"BURGLARY/BREAKING AND ENTERING",2007
"2888",-71.098748,42.393053,"THEFT FROM MOTOR VEHICLE",2007
"2889",-71.083136,42.393185,"MOTOR VEHICLE THEFT",2007
"2890",-71.124442,42.402924,"THEFT FROM MOTOR VEHICLE",2007
"2891",-71.123993,42.394315,"THEFT FROM MOTOR VEHICLE",2007
"2892",-71.081278,42.385646,"THEFT FROM MOTOR VEHICLE",2007
"2893",-71.08859,42.393879,"THEFT FROM MOTOR VEHICLE",2007
"2894",-71.092854,42.375338,"THEFT FROM MOTOR VEHICLE",2007
"2895",-71.086937,42.378843,"MOTOR VEHICLE THEFT",2007
"2896",-71.111118,42.391575,"THEFT FROM MOTOR VEHICLE",2007
"2897",-71.111352,42.390981,"MOTOR VEHICLE THEFT",2007
"2898",-71.103902,42.393402,"THEFT FROM MOTOR VEHICLE",2007
"2899",-71.098009,42.396958,"BURGLARY/BREAKING AND ENTERING",2007
"2900",-71.083136,42.393185,"MOTOR VEHICLE THEFT",2007
"2901",-71.116755,42.394148,"ROBBERY",2007
"2902",-71.078078,42.385883,"THEFT FROM MOTOR VEHICLE",2007
"2903",-71.102735,42.38229,"THEFT FROM MOTOR VEHICLE",2007
"2904",-71.131763,42.405773,"THEFT FROM MOTOR VEHICLE",2007
"2905",-71.130328,42.404366,"THEFT FROM MOTOR VEHICLE",2007
"2906",-71.106884,42.382162,"THEFT FROM MOTOR VEHICLE",2007
"2907",-71.127982,42.403215,"THEFT FROM MOTOR VEHICLE",2007
"2908",-71.088389,42.376803,"BURGLARY/BREAKING AND ENTERING",2007
"2909",-71.098281,42.398021,"THEFT FROM MOTOR VEHICLE",2007
"2910",-71.130801,42.403038,"THEFT FROM MOTOR VEHICLE",2007
"2911",-71.1072395,42.3780342,"THEFT FROM MOTOR VEHICLE",2007
"2912",-71.109539,42.394081,"THEFT FROM MOTOR VEHICLE",2007
"2913",-71.105292,42.379872,"THEFT FROM MOTOR VEHICLE",2007
"2914",-71.097971,42.388081,"THEFT FROM MOTOR VEHICLE",2007
"2915",-71.119409,42.400888,"MOTOR VEHICLE THEFT",2007
"2916",-71.111118,42.391575,"THEFT FROM MOTOR VEHICLE",2007
"2917",-71.108155,42.380666,"BURGLARY/BREAKING AND ENTERING",2007
"2918",-71.110741,42.381881,"THEFT FROM MOTOR VEHICLE",2007
"2919",-71.115721,42.385776,"ROBBERY",2007
"2920",-71.106332,42.383245,"ROBBERY",2007
"2921",-71.097923,42.391347,"MOTOR VEHICLE THEFT",2007
"2922",-71.086005,42.394879,"THEFT FROM MOTOR VEHICLE",2007
"2923",-71.116422,42.389129,"THEFT FROM MOTOR VEHICLE",2007
"2924",-71.096085,42.390756,"MOTOR VEHICLE THEFT",2007
"2925",-71.100041,42.393371,"BURGLARY/BREAKING AND ENTERING",2007
"2926",-71.106631,42.378289,"THEFT FROM MOTOR VEHICLE",2007
"2927",-71.111118,42.39596,"BURGLARY/BREAKING AND ENTERING",2007
"2928",-71.097796,42.39836,"THEFT FROM MOTOR VEHICLE",2007
"2929",-71.098777,42.377379,"THEFT FROM MOTOR VEHICLE",2007
"2930",-71.094211,42.384979,"MOTOR VEHICLE THEFT",2007
"2931",-71.096444,42.395527,"THEFT FROM MOTOR VEHICLE",2007
"2932",-71.093301,42.392664,"ROBBERY",2007
"2933",-71.083081,42.38172,"MOTOR VEHICLE THEFT",2007
"2934",-71.117706,42.392839,"MOTOR VEHICLE THEFT",2007
"2935",-71.091526,42.395042,"ROBBERY",2007
"2936",-71.083903,42.383015,"BURGLARY/BREAKING AND ENTERING",2007
"2937",-71.122549,42.398032,"THEFT FROM MOTOR VEHICLE",2007
"2938",-71.100743,42.381517,"THEFT FROM MOTOR VEHICLE",2007
"2939",-71.112054,42.394709,"THEFT FROM MOTOR VEHICLE",2007
"2940",-71.0957942,42.3751205,"THEFT FROM MOTOR VEHICLE",2007
"2941",-71.108738,42.380172,"THEFT FROM MOTOR VEHICLE",2007
"2942",-71.106568,42.379162,"THEFT FROM MOTOR VEHICLE",2007
"2943",-71.125615,42.402645,"THEFT FROM MOTOR VEHICLE",2007
"2944",-71.122623,42.399211,"THEFT FROM MOTOR VEHICLE",2007
"2945",-71.127429,42.406964,"MOTOR VEHICLE THEFT",2007
"2946",-71.103511,42.386101,"THEFT FROM MOTOR VEHICLE",2007
"2947",-71.085257,42.386993,"BURGLARY/BREAKING AND ENTERING",2007
"2948",-71.111062,42.389875,"THEFT FROM MOTOR VEHICLE",2007
"2949",-71.102124,42.37774,"THEFT FROM MOTOR VEHICLE",2007
"2950",-71.098748,42.393053,"THEFT FROM MOTOR VEHICLE",2007
"2951",-71.0863493,42.3778637,"MOTOR VEHICLE THEFT",2007
"2952",-71.106444,42.378216,"THEFT FROM MOTOR VEHICLE",2007
"2953",-71.127432,42.408682,"BURGLARY/BREAKING AND ENTERING",2007
"2954",-71.111036,42.388613,"THEFT FROM MOTOR VEHICLE",2007
"2955",-71.09477,42.384738,"MOTOR VEHICLE THEFT",2007
"2956",-71.102327,42.394649,"ROBBERY",2007
"2957",-71.098558,42.377451,"THEFT FROM MOTOR VEHICLE",2007
"2958",-71.126525,42.399592,"BURGLARY/BREAKING AND ENTERING",2007
"2959",-71.100495,42.392496,"ROBBERY",2007
"2960",-71.113271,42.389114,"THEFT FROM MOTOR VEHICLE",2007
"2961",-71.113632,42.388382,"THEFT FROM MOTOR VEHICLE",2007
"2962",-71.09715,42.390701,"BURGLARY/BREAKING AND ENTERING",2007
"2963",-83.1212039,42.3867509,"ROBBERY",2007
"2964",-71.127473,42.407844,"THEFT FROM MOTOR VEHICLE",2007
"2965",-71.102292,42.392342,"THEFT FROM MOTOR VEHICLE",2007
"2966",-71.093797,42.374783,"BURGLARY/BREAKING AND ENTERING",2007
"2967",-71.118974,42.393477,"THEFT FROM MOTOR VEHICLE",2007
"2968",-71.09436,42.381348,"ROBBERY",2007
"2969",-71.097977,42.391029,"THEFT FROM MOTOR VEHICLE",2007
"2970",-71.095618,42.376802,"MOTOR VEHICLE THEFT",2007
"2971",-71.1093024,42.3869797,"MOTOR VEHICLE THEFT",2007
"2972",-71.128388,42.399164,"ROBBERY",2007
"2973",-71.086777,42.375989,"MOTOR VEHICLE THEFT",2007
"2974",-71.126405,42.399873,"THEFT FROM MOTOR VEHICLE",2007
"2975",-71.098678,42.397583,"THEFT FROM MOTOR VEHICLE",2007
"2976",-71.086973,42.385488,"THEFT FROM MOTOR VEHICLE",2007
"2977",-71.09582,42.397347,"ROBBERY",2007
"2978",-71.117131,42.389781,"ROBBERY",2007
"2979",-71.09576,42.395286,"THEFT FROM MOTOR VEHICLE",2007
"2980",-71.096469,42.396678,"THEFT FROM MOTOR VEHICLE",2007
"2981",-71.10878,42.380289,"THEFT FROM MOTOR VEHICLE",2007
"2982",-71.083943,42.394323,"MOTOR VEHICLE THEFT",2007
"2983",-71.116712,42.394365,"ROBBERY",2007
"2984",-71.120067,42.402447,"THEFT FROM MOTOR VEHICLE",2007
"2985",-71.098468,42.392688,"ROBBERY",2007
"2986",-71.100386,42.392386,"ROBBERY",2007
"2987",-71.095987,42.394097,"BURGLARY/BREAKING AND ENTERING",2007
"2988",-71.112564,42.384132,"MOTOR VEHICLE THEFT",2007
"2989",-71.099551,42.381264,"BURGLARY/BREAKING AND ENTERING",2007
"2990",-71.128795,42.408324,"THEFT FROM MOTOR VEHICLE",2007
"2991",-71.102204,42.396073,"THEFT FROM MOTOR VEHICLE",2007
"2992",-71.126553,42.39705,"BURGLARY/BREAKING AND ENTERING",2007
"2993",-71.085897,42.39508,"MOTOR VEHICLE THEFT",2007
"2994",-71.109572,42.386481,"BURGLARY/BREAKING AND ENTERING",2007
"2995",-71.100177,42.387255,"ROBBERY",2007
"2996",-71.115057,42.389594,"THEFT FROM MOTOR VEHICLE",2007
"2997",-71.094817,42.385338,"BURGLARY/BREAKING AND ENTERING",2007
"2998",-71.133417,42.406959,"MOTOR VEHICLE THEFT",2007
"2999",-71.112376,42.392279,"ROBBERY",2007
"3000",-71.112376,42.392279,"MOTOR VEHICLE THEFT",2007
"3001",-71.097177,42.389066,"MOTOR VEHICLE THEFT",2007
"3002",-71.10016,42.374732,"THEFT FROM MOTOR VEHICLE",2007
"3003",-71.123211,42.400365,"MOTOR VEHICLE THEFT",2007
"3004",-71.092498,42.378162,"BURGLARY/BREAKING AND ENTERING",2007
"3005",-71.114152,42.386579,"BURGLARY/BREAKING AND ENTERING",2007
"3006",-71.100687,42.383867,"THEFT FROM MOTOR VEHICLE",2007
"3007",-71.122509,42.394982,"MOTOR VEHICLE THEFT",2007
"3008",-71.103449,42.375799,"THEFT FROM MOTOR VEHICLE",2007
"3009",-71.099497,42.385607,"THEFT FROM MOTOR VEHICLE",2007
"3010",-71.090265,42.380162,"BURGLARY/BREAKING AND ENTERING",2007
"3011",-71.088885,42.39206,"ROBBERY",2007
"3012",-71.10643,42.378333,"THEFT FROM MOTOR VEHICLE",2007
"3013",-71.10592,42.388112,"BURGLARY/BREAKING AND ENTERING",2007
"3014",-71.1177211,42.4002331,"THEFT FROM MOTOR VEHICLE",2007
"3015",-71.12778,42.403459,"MOTOR VEHICLE THEFT",2007
"3016",-71.081854,42.382169,"BURGLARY/BREAKING AND ENTERING",2007
"3017",-71.116872,42.392909,"THEFT FROM MOTOR VEHICLE",2007
"3018",-71.094522,42.388071,"THEFT FROM MOTOR VEHICLE",2007
"3019",-71.081245,42.384634,"BURGLARY/BREAKING AND ENTERING",2007
"3020",-71.081245,42.384634,"BURGLARY/BREAKING AND ENTERING",2007
"3021",-71.12998,42.406564,"MOTOR VEHICLE THEFT",2007
"3022",-71.085093,42.386416,"ROBBERY",2007
"3023",-71.130491,42.405414,"BURGLARY/BREAKING AND ENTERING",2007
"3024",-71.123306,42.396463,"BURGLARY/BREAKING AND ENTERING",2007
"3025",-71.094374,42.385167,"BURGLARY/BREAKING AND ENTERING",2007
"3026",-71.096964,42.395829,"THEFT FROM MOTOR VEHICLE",2007
"3027",-71.078346,42.385389,"THEFT FROM MOTOR VEHICLE",2007
"3028",-71.11304,42.383609,"THEFT FROM MOTOR VEHICLE",2007
"3029",-71.117814,42.400776,"BURGLARY/BREAKING AND ENTERING",2007
"3030",-71.104822,42.388951,"THEFT FROM MOTOR VEHICLE",2007
"3031",-71.081808,42.388567,"MOTOR VEHICLE THEFT",2007
"3032",-71.094188,42.390478,"BURGLARY/BREAKING AND ENTERING",2007
"3033",-71.078604,42.387814,"MOTOR VEHICLE THEFT",2007
"3034",-71.104916,42.38358,"BURGLARY/BREAKING AND ENTERING",2007
"3035",-71.114268,42.384603,"THEFT FROM MOTOR VEHICLE",2007
"3036",-71.093038,42.384035,"BURGLARY/BREAKING AND ENTERING",2007
"3037",-71.077512,42.388443,"BURGLARY/BREAKING AND ENTERING",2007
"3038",-71.124997,42.394695,"THEFT FROM MOTOR VEHICLE",2007
"3039",-71.107205,42.379021,"THEFT FROM MOTOR VEHICLE",2007
"3040",-71.098501,42.385371,"MOTOR VEHICLE THEFT",2007
"3041",-71.094983,42.380668,"THEFT FROM MOTOR VEHICLE",2007
"3042",-71.090649,42.391581,"BURGLARY/BREAKING AND ENTERING",2007
"3043",-83.2900701,41.0197794,"MOTOR VEHICLE THEFT",2007
"3044",-71.083934,42.387664,"BURGLARY/BREAKING AND ENTERING",2007
"3045",-71.088529,42.389705,"THEFT FROM MOTOR VEHICLE",2007
"3046",-71.109685,42.387764,"MOTOR VEHICLE THEFT",2007
"3047",-71.083912,42.381598,"BURGLARY/BREAKING AND ENTERING",2007
"3048",-71.095301,42.382023,"THEFT FROM MOTOR VEHICLE",2007
"3049",-71.095919,42.385774,"MOTOR VEHICLE THEFT",2007
"3050",-71.097107,42.389179,"THEFT FROM MOTOR VEHICLE",2007
"3051",-71.089414,42.38359,"BURGLARY/BREAKING AND ENTERING",2007
"3052",-71.117143,42.387561,"MOTOR VEHICLE THEFT",2007
"3053",-71.117143,42.387561,"MOTOR VEHICLE THEFT",2007
"3054",-71.092654,42.386238,"ROBBERY",2007
"3055",-71.093297,42.397681,"BURGLARY/BREAKING AND ENTERING",2007
"3056",-71.09892,42.374938,"THEFT FROM MOTOR VEHICLE",2007
"3057",-71.088085,42.378632,"MOTOR VEHICLE THEFT",2007
"3058",-71.109539,42.394081,"THEFT FROM MOTOR VEHICLE",2007
"3059",-71.0875404,42.3845404,"MOTOR VEHICLE THEFT",2007
"3060",-71.104786,42.390559,"BURGLARY/BREAKING AND ENTERING",2007
"3061",-71.104652,42.388892,"THEFT FROM MOTOR VEHICLE",2007
"3062",-71.118964,42.401308,"MOTOR VEHICLE THEFT",2007
"3063",-71.092454,42.382483,"THEFT FROM MOTOR VEHICLE",2007
"3064",-71.092721,42.386326,"BURGLARY/BREAKING AND ENTERING",2007
"3065",-71.105872,42.38794,"THEFT FROM MOTOR VEHICLE",2007
"3066",-71.09709,42.391028,"THEFT FROM MOTOR VEHICLE",2007
"3067",-71.105752,42.388358,"THEFT FROM MOTOR VEHICLE",2007
"3068",-71.1142606,42.399346,"MOTOR VEHICLE THEFT",2007
"3069",-71.09301,42.378617,"MOTOR VEHICLE THEFT",2007
"3070",-71.088085,42.378632,"MOTOR VEHICLE THEFT",2007
"3071",-71.09969,42.392185,"THEFT FROM MOTOR VEHICLE",2007
"3072",-71.086098,42.386818,"BURGLARY/BREAKING AND ENTERING",2007
"3073",-71.11454,42.400634,"THEFT FROM MOTOR VEHICLE",2007
"3074",-71.096125,42.378479,"MOTOR VEHICLE THEFT",2007
"3075",-71.082344,42.390762,"MOTOR VEHICLE THEFT",2007
"3076",-71.097095,42.377134,"BURGLARY/BREAKING AND ENTERING",2007
"3077",-71.114339,42.389546,"THEFT FROM MOTOR VEHICLE",2007
"3078",-71.085586,42.382429,"ROBBERY",2007
"3079",-71.090212,42.390765,"ROBBERY",2007
"3080",-71.1093024,42.3869797,"MOTOR VEHICLE THEFT",2007
"3081",-71.095919,42.385774,"BURGLARY/BREAKING AND ENTERING",2007
"3082",-71.1229219,42.3955435,"MOTOR VEHICLE THEFT",2007
"3083",-71.130859,42.414731,"BURGLARY/BREAKING AND ENTERING",2007
"3084",-71.1239479,42.3953672,"THEFT FROM MOTOR VEHICLE",2007
"3085",-71.120098,42.393938,"THEFT FROM MOTOR VEHICLE",2007
"3086",-71.086973,42.385488,"BURGLARY/BREAKING AND ENTERING",2007
"3087",-71.113511,42.384159,"THEFT FROM MOTOR VEHICLE",2007
"3088",-71.101522,42.396386,"BURGLARY/BREAKING AND ENTERING",2007
"3089",-71.086053,42.38141,"MOTOR VEHICLE THEFT",2007
"3090",-71.085553,42.385756,"BURGLARY/BREAKING AND ENTERING",2007
"3091",-71.093342,42.39206,"BURGLARY/BREAKING AND ENTERING",2007
"3092",-71.087317,42.388717,"BURGLARY/BREAKING AND ENTERING",2007
"3093",-71.084736,42.386921,"BURGLARY/BREAKING AND ENTERING",2007
"3094",-71.081864,42.386952,"BURGLARY/BREAKING AND ENTERING",2007
"3095",-71.109657,42.381987,"THEFT FROM MOTOR VEHICLE",2007
"3096",-71.092977,42.397283,"THEFT FROM MOTOR VEHICLE",2007
"3097",-71.0965187,42.3917521,"MOTOR VEHICLE THEFT",2007
"3098",-71.081913,42.392725,"THEFT FROM MOTOR VEHICLE",2007
"3099",-71.086558,42.387853,"BURGLARY/BREAKING AND ENTERING",2007
"3100",-71.09376,42.396666,"BURGLARY/BREAKING AND ENTERING",2007
"3101",-71.099879,42.393478,"MOTOR VEHICLE THEFT",2007
"3102",-71.0982006,42.3876041,"MOTOR VEHICLE THEFT",2007
"3103",-71.040815,42.3453751,"ROBBERY",2007
"3104",-71.112434,42.383162,"THEFT FROM MOTOR VEHICLE",2007
"3105",-71.088096,42.389513,"BURGLARY/BREAKING AND ENTERING",2007
"3106",-71.103027,42.395896,"THEFT FROM MOTOR VEHICLE",2007
"3107",-71.132997,42.406555,"THEFT FROM MOTOR VEHICLE",2007
"3108",-71.092612,42.393699,"THEFT FROM MOTOR VEHICLE",2007
"3109",-71.092498,42.378196,"BURGLARY/BREAKING AND ENTERING",2007
"3110",-71.122303,42.396531,"THEFT FROM MOTOR VEHICLE",2007
"3111",-71.1070707,42.381611,"THEFT FROM MOTOR VEHICLE",2007
"3112",-71.111922,42.385361,"MOTOR VEHICLE THEFT",2007
"3113",-71.080465,42.383932,"THEFT FROM MOTOR VEHICLE",2007
"3114",-71.083982,42.389893,"THEFT FROM MOTOR VEHICLE",2007
"3115",-71.086095,42.384146,"THEFT FROM MOTOR VEHICLE",2007
"3116",-71.125613,42.40454,"BURGLARY/BREAKING AND ENTERING",2007
"3117",-71.088621,42.382134,"THEFT FROM MOTOR VEHICLE",2007
"3118",-71.097659,42.392172,"BURGLARY/BREAKING AND ENTERING",2007
"3119",-71.117376,42.405124,"THEFT FROM MOTOR VEHICLE",2007
"3120",-71.11579,42.388351,"THEFT FROM MOTOR VEHICLE",2007
"3121",-71.102883,42.395864,"THEFT FROM MOTOR VEHICLE",2007
"3122",-71.088529,42.373696,"THEFT FROM MOTOR VEHICLE",2007
"3123",-71.122312,42.396533,"BURGLARY/BREAKING AND ENTERING",2007
"3124",-71.132145,42.405433,"THEFT FROM MOTOR VEHICLE",2007
"3125",-71.085926,42.388736,"THEFT FROM MOTOR VEHICLE",2007
"3126",-71.092652,42.376839,"THEFT FROM MOTOR VEHICLE",2007
"3127",-71.106042,42.378297,"THEFT FROM MOTOR VEHICLE",2007
"3128",-71.102161,42.379345,"MOTOR VEHICLE THEFT",2007
"3129",-71.121356,42.394697,"BURGLARY/BREAKING AND ENTERING",2007
"3130",-71.107299,42.381189,"THEFT FROM MOTOR VEHICLE",2007
"3131",-71.088732,42.384849,"MOTOR VEHICLE THEFT",2007
"3132",-71.082403,42.387759,"BURGLARY/BREAKING AND ENTERING",2007
"3133",-71.097218,42.389139,"BURGLARY/BREAKING AND ENTERING",2007
"3134",-71.098681,42.396391,"BURGLARY/BREAKING AND ENTERING",2007
"3135",-71.094426,42.381319,"THEFT FROM MOTOR VEHICLE",2007
"3136",-71.107257,42.391093,"THEFT FROM MOTOR VEHICLE",2007
"3137",-71.123466,42.393162,"THEFT FROM MOTOR VEHICLE",2007
"3138",-71.1169224,42.3882612,"THEFT FROM MOTOR VEHICLE",2007
"3139",-71.106572,42.377524,"THEFT FROM MOTOR VEHICLE",2007
"3140",-71.095748,42.377256,"MOTOR VEHICLE THEFT",2007
"3141",-71.130806,42.405491,"MOTOR VEHICLE THEFT",2007
"3142",-71.128879,42.403612,"MOTOR VEHICLE THEFT",2007
"3143",-71.093474,42.39184,"THEFT FROM MOTOR VEHICLE",2007
"3144",-71.098691,42.380808,"MOTOR VEHICLE THEFT",2007
"3145",-71.1223151,42.3967172,"MOTOR VEHICLE THEFT",2007
"3146",-71.128941,42.409283,"BURGLARY/BREAKING AND ENTERING",2007
"3147",-71.105456,42.377443,"THEFT FROM MOTOR VEHICLE",2007
"3148",-71.0917969,42.3915907,"THEFT FROM MOTOR VEHICLE",2007
"3149",-71.113003,42.387374,"THEFT FROM MOTOR VEHICLE",2007
"3150",-71.082965,42.374031,"MOTOR VEHICLE THEFT",2007
"3151",-71.089731,42.39379,"BURGLARY/BREAKING AND ENTERING",2007
"3152",-71.080534,42.387483,"BURGLARY/BREAKING AND ENTERING",2007
"3153",-71.122054,42.393939,"BURGLARY/BREAKING AND ENTERING",2007
"3154",-71.12922,42.406364,"BURGLARY/BREAKING AND ENTERING",2007
"3155",-71.112091,42.392147,"MOTOR VEHICLE THEFT",2007
"3156",-71.112022,42.384615,"THEFT FROM MOTOR VEHICLE",2007
"3157",-71.111154,42.3938,"BURGLARY/BREAKING AND ENTERING",2007
"3158",-71.130791,42.403853,"THEFT FROM MOTOR VEHICLE",2007
"3159",-71.113401,42.391148,"THEFT FROM MOTOR VEHICLE",2007
"3160",-71.091178,42.387072,"MOTOR VEHICLE THEFT",2007
"3161",-71.118558,42.394066,"MOTOR VEHICLE THEFT",2007
"3162",-71.109494,42.388421,"THEFT FROM MOTOR VEHICLE",2007
"3163",-71.086092,42.384026,"BURGLARY/BREAKING AND ENTERING",2007
"3164",-71.0882,42.395932,"THEFT FROM MOTOR VEHICLE",2007
"3165",-71.0809392,42.3785924,"MOTOR VEHICLE THEFT",2007
"3166",-71.127667,42.406253,"MOTOR VEHICLE THEFT",2007
"3167",-71.093797,42.374783,"BURGLARY/BREAKING AND ENTERING",2007
"3168",-71.1055,42.38295,"MOTOR VEHICLE THEFT",2007
"3169",-71.093569,42.391698,"BURGLARY/BREAKING AND ENTERING",2007
"3170",-71.085255,42.386185,"BURGLARY/BREAKING AND ENTERING",2007
"3171",-71.08823,42.39338,"THEFT FROM MOTOR VEHICLE",2007
